Ref_Date,GEO,STAT,TENURE,SUMMARY,Vector,Coordinate,Value
2010,Canada,Average expenditure per household,Owner without mortgage,"Trucks (including sport utility vehicles, purchase)",v64477139,1.1.4.163,2167
2011,Canada,Average expenditure per household,Owner without mortgage,"Trucks (including sport utility vehicles, purchase)",v64477139,1.1.4.163,2231
2012,Canada,Average expenditure per household,Owner without mortgage,"Trucks (including sport utility vehicles, purchase)",v64477139,1.1.4.163,1855
2013,Canada,Average expenditure per household,Owner without mortgage,"Trucks (including sport utility vehicles, purchase)",v64477139,1.1.4.163,2064
2014,Canada,Average expenditure per household,Owner without mortgage,"Trucks (including sport utility vehicles, purchase)",v64477139,1.1.4.163,2156
2010,Canada,Average expenditure per household,Owner without mortgage,"Accessories for automobiles, vans and trucks",v64477140,1.1.4.164,23
2011,Canada,Average expenditure per household,Owner without mortgage,"Accessories for automobiles, vans and trucks",v64477140,1.1.4.164,10
2012,Canada,Average expenditure per household,Owner without mortgage,"Accessories for automobiles, vans and trucks",v64477140,1.1.4.164,29
2013,Canada,Average expenditure per household,Owner without mortgage,"Accessories for automobiles, vans and trucks",v64477140,1.1.4.164,33
2014,Canada,Average expenditure per household,Owner without mortgage,"Accessories for automobiles, vans and trucks",v64477140,1.1.4.164,47
2010,Canada,Average expenditure per household,Owner without mortgage,"Fees for leased automobiles, vans and trucks",v64477141,1.1.4.165,523
2011,Canada,Average expenditure per household,Owner without mortgage,"Fees for leased automobiles, vans and trucks",v64477141,1.1.4.165,528
2012,Canada,Average expenditure per household,Owner without mortgage,"Fees for leased automobiles, vans and trucks",v64477141,1.1.4.165,244
2013,Canada,Average expenditure per household,Owner without mortgage,"Fees for leased automobiles, vans and trucks",v64477141,1.1.4.165,270
2014,Canada,Average expenditure per household,Owner without mortgage,"Fees for leased automobiles, vans and trucks",v64477141,1.1.4.165,393
2010,Canada,Average expenditure per household,Owner without mortgage,"Regular fees for leased automobiles, vans and trucks",v64477142,1.1.4.166,476
2011,Canada,Average expenditure per household,Owner without mortgage,"Regular fees for leased automobiles, vans and trucks",v64477142,1.1.4.166,501
2012,Canada,Average expenditure per household,Owner without mortgage,"Regular fees for leased automobiles, vans and trucks",v64477142,1.1.4.166,231
2013,Canada,Average expenditure per household,Owner without mortgage,"Regular fees for leased automobiles, vans and trucks",v64477142,1.1.4.166,245
2014,Canada,Average expenditure per household,Owner without mortgage,"Regular fees for leased automobiles, vans and trucks",v64477142,1.1.4.166,363
2010,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased automobiles,v64477143,1.1.4.167,298
2011,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased automobiles,v64477143,1.1.4.167,265
2012,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased automobiles,v64477143,1.1.4.167,156
2013,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased automobiles,v64477143,1.1.4.167,148
2014,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased automobiles,v64477143,1.1.4.167,230
2010,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased vans and trucks,v64477144,1.1.4.168,178
2011,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased vans and trucks,v64477144,1.1.4.168,237
2012,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased vans and trucks,v64477144,1.1.4.168,76
2013,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased vans and trucks,v64477144,1.1.4.168,97
2014,Canada,Average expenditure per household,Owner without mortgage,Regular fees for leased vans and trucks,v64477144,1.1.4.168,133
2010,Canada,Average expenditure per household,Owner without mortgage,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",v64477145,1.1.4.169,47
2011,Canada,Average expenditure per household,Owner without mortgage,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",v64477145,1.1.4.169,26
2012,Canada,Average expenditure per household,Owner without mortgage,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",v64477145,1.1.4.169,F
2013,Canada,Average expenditure per household,Owner without mortgage,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",v64477145,1.1.4.169,F
2014,Canada,Average expenditure per household,Owner without mortgage,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",v64477145,1.1.4.169,F
2010,Canada,Average expenditure per household,Owner without mortgage,"Rented automobiles, vans and trucks",v64477146,1.1.4.170,66
2011,Canada,Average expenditure per household,Owner without mortgage,"Rented automobiles, vans and trucks",v64477146,1.1.4.170,49
2012,Canada,Average expenditure per household,Owner without mortgage,"Rented automobiles, vans and trucks",v64477146,1.1.4.170,61
2013,Canada,Average expenditure per household,Owner without mortgage,"Rented automobiles, vans and trucks",v64477146,1.1.4.170,69
2014,Canada,Average expenditure per household,Owner without mortgage,"Rented automobiles, vans and trucks",v64477146,1.1.4.170,56
2010,Canada,Average expenditure per household,Owner without mortgage,"Automobile, van and truck operations",v64477147,1.1.4.171,5639
2011,Canada,Average expenditure per household,Owner without mortgage,"Automobile, van and truck operations",v64477147,1.1.4.171,6153
2012,Canada,Average expenditure per household,Owner without mortgage,"Automobile, van and truck operations",v64477147,1.1.4.171,6132
2013,Canada,Average expenditure per household,Owner without mortgage,"Automobile, van and truck operations",v64477147,1.1.4.171,6203
2014,Canada,Average expenditure per household,Owner without mortgage,"Automobile, van and truck operations",v64477147,1.1.4.171,6206
2010,Canada,Average expenditure per household,Owner without mortgage,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",v64477148,1.1.4.172,456
2011,Canada,Average expenditure per household,Owner without mortgage,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",v64477148,1.1.4.172,451
2012,Canada,Average expenditure per household,Owner without mortgage,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",v64477148,1.1.4.172,410
2013,Canada,Average expenditure per household,Owner without mortgage,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",v64477148,1.1.4.172,569
2014,Canada,Average expenditure per household,Owner without mortgage,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",v64477148,1.1.4.172,588
2010,Canada,Average expenditure per household,Owner without mortgage,Private and public vehicle insurance premiums,v64477149,1.1.4.173,1351
2011,Canada,Average expenditure per household,Owner without mortgage,Private and public vehicle insurance premiums,v64477149,1.1.4.173,1363
2012,Canada,Average expenditure per household,Owner without mortgage,Private and public vehicle insurance premiums,v64477149,1.1.4.173,1366
2013,Canada,Average expenditure per household,Owner without mortgage,Private and public vehicle insurance premiums,v64477149,1.1.4.173,1290
2014,Canada,Average expenditure per household,Owner without mortgage,Private and public vehicle insurance premiums,v64477149,1.1.4.173,1245
2010,Canada,Average expenditure per household,Owner without mortgage,"Tires, batteries, and other parts and supplies for vehicles",v64477150,1.1.4.174,519
2011,Canada,Average expenditure per household,Owner without mortgage,"Tires, batteries, and other parts and supplies for vehicles",v64477150,1.1.4.174,470
2012,Canada,Average expenditure per household,Owner without mortgage,"Tires, batteries, and other parts and supplies for vehicles",v64477150,1.1.4.174,410
2013,Canada,Average expenditure per household,Owner without mortgage,"Tires, batteries, and other parts and supplies for vehicles",v64477150,1.1.4.174,388
2014,Canada,Average expenditure per household,Owner without mortgage,"Tires, batteries, and other parts and supplies for vehicles",v64477150,1.1.4.174,416
2010,Canada,Average expenditure per household,Owner without mortgage,Maintenance and repairs of vehicles,v64477151,1.1.4.175,653
2011,Canada,Average expenditure per household,Owner without mortgage,Maintenance and repairs of vehicles,v64477151,1.1.4.175,757
2012,Canada,Average expenditure per household,Owner without mortgage,Maintenance and repairs of vehicles,v64477151,1.1.4.175,1039
2013,Canada,Average expenditure per household,Owner without mortgage,Maintenance and repairs of vehicles,v64477151,1.1.4.175,996
2014,Canada,Average expenditure per household,Owner without mortgage,Maintenance and repairs of vehicles,v64477151,1.1.4.175,1088
2010,Canada,Average expenditure per household,Owner without mortgage,Vehicle security and communication services,v64477152,1.1.4.176,12
2011,Canada,Average expenditure per household,Owner without mortgage,Vehicle security and communication services,v64477152,1.1.4.176,15
2012,Canada,Average expenditure per household,Owner without mortgage,Vehicle security and communication services,v64477152,1.1.4.176,16
2013,Canada,Average expenditure per household,Owner without mortgage,Vehicle security and communication services,v64477152,1.1.4.176,14
2014,Canada,Average expenditure per household,Owner without mortgage,Vehicle security and communication services,v64477152,1.1.4.176,15
2010,Canada,Average expenditure per household,Owner without mortgage,Gas and other fuels (all vehicles and tools),v64477153,1.1.4.177,2301
2011,Canada,Average expenditure per household,Owner without mortgage,Gas and other fuels (all vehicles and tools),v64477153,1.1.4.177,2775
2012,Canada,Average expenditure per household,Owner without mortgage,Gas and other fuels (all vehicles and tools),v64477153,1.1.4.177,2571
2013,Canada,Average expenditure per household,Owner without mortgage,Gas and other fuels (all vehicles and tools),v64477153,1.1.4.177,2581
2014,Canada,Average expenditure per household,Owner without mortgage,Gas and other fuels (all vehicles and tools),v64477153,1.1.4.177,2487
2010,Canada,Average expenditure per household,Owner without mortgage,Parking (excluding parking fees included in rent and traffic and parking tickets),v64477155,1.1.4.179,228
2011,Canada,Average expenditure per household,Owner without mortgage,Parking (excluding parking fees included in rent and traffic and parking tickets),v64477155,1.1.4.179,190
2012,Canada,Average expenditure per household,Owner without mortgage,Parking (excluding parking fees included in rent and traffic and parking tickets),v64477155,1.1.4.179,176
2013,Canada,Average expenditure per household,Owner without mortgage,Parking (excluding parking fees included in rent and traffic and parking tickets),v64477155,1.1.4.179,210
2014,Canada,Average expenditure per household,Owner without mortgage,Parking (excluding parking fees included in rent and traffic and parking tickets),v64477155,1.1.4.179,210
2010,Canada,Average expenditure per household,Owner without mortgage,"Other automobile, van and truck operation services",v64477154,1.1.4.178,49
2011,Canada,Average expenditure per household,Owner without mortgage,"Other automobile, van and truck operation services",v64477154,1.1.4.178,54
2012,Canada,Average expenditure per household,Owner without mortgage,"Other automobile, van and truck operation services",v64477154,1.1.4.178,61
2013,Canada,Average expenditure per household,Owner without mortgage,"Other automobile, van and truck operation services",v64477154,1.1.4.178,72
2014,Canada,Average expenditure per household,Owner without mortgage,"Other automobile, van and truck operation services",v64477154,1.1.4.178,75
2010,Canada,Average expenditure per household,Owner without mortgage,"Drivers' licences and tests, and driving lessons",v64477156,1.1.4.180,69
2011,Canada,Average expenditure per household,Owner without mortgage,"Drivers' licences and tests, and driving lessons",v64477156,1.1.4.180,77
2012,Canada,Average expenditure per household,Owner without mortgage,"Drivers' licences and tests, and driving lessons",v64477156,1.1.4.180,84
2013,Canada,Average expenditure per household,Owner without mortgage,"Drivers' licences and tests, and driving lessons",v64477156,1.1.4.180,83
2014,Canada,Average expenditure per household,Owner without mortgage,"Drivers' licences and tests, and driving lessons",v64477156,1.1.4.180,81
2010,Canada,Average expenditure per household,Owner without mortgage,Drivers' licences and tests,v64477157,1.1.4.181,52
2011,Canada,Average expenditure per household,Owner without mortgage,Drivers' licences and tests,v64477157,1.1.4.181,59
2012,Canada,Average expenditure per household,Owner without mortgage,Drivers' licences and tests,v64477157,1.1.4.181,60
2013,Canada,Average expenditure per household,Owner without mortgage,Drivers' licences and tests,v64477157,1.1.4.181,60
2014,Canada,Average expenditure per household,Owner without mortgage,Drivers' licences and tests,v64477157,1.1.4.181,58
2010,Canada,Average expenditure per household,Owner without mortgage,Driving lessons,v64477158,1.1.4.182,17
2011,Canada,Average expenditure per household,Owner without mortgage,Driving lessons,v64477158,1.1.4.182,18
2012,Canada,Average expenditure per household,Owner without mortgage,Driving lessons,v64477158,1.1.4.182,24
2013,Canada,Average expenditure per household,Owner without mortgage,Driving lessons,v64477158,1.1.4.182,22
2014,Canada,Average expenditure per household,Owner without mortgage,Driving lessons,v64477158,1.1.4.182,23
2010,Canada,Average expenditure per household,Owner without mortgage,Public transportation,v54530604,1.1.4.25,971
2011,Canada,Average expenditure per household,Owner without mortgage,Public transportation,v54530604,1.1.4.25,1047
2012,Canada,Average expenditure per household,Owner without mortgage,Public transportation,v54530604,1.1.4.25,1075
2013,Canada,Average expenditure per household,Owner without mortgage,Public transportation,v54530604,1.1.4.25,1173
2014,Canada,Average expenditure per household,Owner without mortgage,Public transportation,v54530604,1.1.4.25,1082
2010,Canada,Average expenditure per household,Owner without mortgage,"City or commuter bus, subway, street car and commuter train",v64477159,1.1.4.183,135
2011,Canada,Average expenditure per household,Owner without mortgage,"City or commuter bus, subway, street car and commuter train",v64477159,1.1.4.183,146
2012,Canada,Average expenditure per household,Owner without mortgage,"City or commuter bus, subway, street car and commuter train",v64477159,1.1.4.183,143
2013,Canada,Average expenditure per household,Owner without mortgage,"City or commuter bus, subway, street car and commuter train",v64477159,1.1.4.183,146
2014,Canada,Average expenditure per household,Owner without mortgage,"City or commuter bus, subway, street car and commuter train",v64477159,1.1.4.183,129
2010,Canada,Average expenditure per household,Owner without mortgage,Taxi (including tips),v64477160,1.1.4.184,52
2011,Canada,Average expenditure per household,Owner without mortgage,Taxi (including tips),v64477160,1.1.4.184,55
2012,Canada,Average expenditure per household,Owner without mortgage,Taxi (including tips),v64477160,1.1.4.184,58
2013,Canada,Average expenditure per household,Owner without mortgage,Taxi (including tips),v64477160,1.1.4.184,56
2014,Canada,Average expenditure per household,Owner without mortgage,Taxi (including tips),v64477160,1.1.4.184,61
2010,Canada,Average expenditure per household,Owner without mortgage,Other local passenger transportation,v64477161,1.1.4.185,14
2011,Canada,Average expenditure per household,Owner without mortgage,Other local passenger transportation,v64477161,1.1.4.185,25
2012,Canada,Average expenditure per household,Owner without mortgage,Other local passenger transportation,v64477161,1.1.4.185,34
2013,Canada,Average expenditure per household,Owner without mortgage,Other local passenger transportation,v64477161,1.1.4.185,26
2014,Canada,Average expenditure per household,Owner without mortgage,Other local passenger transportation,v64477161,1.1.4.185,35
2010,Canada,Average expenditure per household,Owner without mortgage,Airplane,v64477162,1.1.4.186,670
2011,Canada,Average expenditure per household,Owner without mortgage,Airplane,v64477162,1.1.4.186,716
2012,Canada,Average expenditure per household,Owner without mortgage,Airplane,v64477162,1.1.4.186,736
2013,Canada,Average expenditure per household,Owner without mortgage,Airplane,v64477162,1.1.4.186,824
2014,Canada,Average expenditure per household,Owner without mortgage,Airplane,v64477162,1.1.4.186,753
2010,Canada,Average expenditure per household,Owner without mortgage,Inter-city bus,v64477163,1.1.4.187,10
2011,Canada,Average expenditure per household,Owner without mortgage,Inter-city bus,v64477163,1.1.4.187,7
2012,Canada,Average expenditure per household,Owner without mortgage,Inter-city bus,v64477163,1.1.4.187,7
2013,Canada,Average expenditure per household,Owner without mortgage,Inter-city bus,v64477163,1.1.4.187,7
2014,Canada,Average expenditure per household,Owner without mortgage,Inter-city bus,v64477163,1.1.4.187,6
2010,Canada,Average expenditure per household,Owner without mortgage,Other inter-city passenger transportation services,v64477164,1.1.4.188,35
2011,Canada,Average expenditure per household,Owner without mortgage,Other inter-city passenger transportation services,v64477164,1.1.4.188,46
2012,Canada,Average expenditure per household,Owner without mortgage,Other inter-city passenger transportation services,v64477164,1.1.4.188,57
2013,Canada,Average expenditure per household,Owner without mortgage,Other inter-city passenger transportation services,v64477164,1.1.4.188,51
2014,Canada,Average expenditure per household,Owner without mortgage,Other inter-city passenger transportation services,v64477164,1.1.4.188,57
2010,Canada,Average expenditure per household,Owner without mortgage,"Household moving, storage and delivery services",v64477165,1.1.4.189,56
2011,Canada,Average expenditure per household,Owner without mortgage,"Household moving, storage and delivery services",v64477165,1.1.4.189,52
2012,Canada,Average expenditure per household,Owner without mortgage,"Household moving, storage and delivery services",v64477165,1.1.4.189,40
2013,Canada,Average expenditure per household,Owner without mortgage,"Household moving, storage and delivery services",v64477165,1.1.4.189,65
2014,Canada,Average expenditure per household,Owner without mortgage,"Household moving, storage and delivery services",v64477165,1.1.4.189,41
2010,Canada,Average expenditure per household,Owner without mortgage,Health care,v54530605,1.1.4.26,2806
2011,Canada,Average expenditure per household,Owner without mortgage,Health care,v54530605,1.1.4.26,2921
2012,Canada,Average expenditure per household,Owner without mortgage,Health care,v54530605,1.1.4.26,2978
2013,Canada,Average expenditure per household,Owner without mortgage,Health care,v54530605,1.1.4.26,3514
2014,Canada,Average expenditure per household,Owner without mortgage,Health care,v54530605,1.1.4.26,2869
2010,Canada,Average expenditure per household,Owner without mortgage,Direct health care costs to household,v54530606,1.1.4.27,2108
2011,Canada,Average expenditure per household,Owner without mortgage,Direct health care costs to household,v54530606,1.1.4.27,2170
2012,Canada,Average expenditure per household,Owner without mortgage,Direct health care costs to household,v54530606,1.1.4.27,2172
2013,Canada,Average expenditure per household,Owner without mortgage,Direct health care costs to household,v54530606,1.1.4.27,2666
2014,Canada,Average expenditure per household,Owner without mortgage,Direct health care costs to household,v54530606,1.1.4.27,2100
2010,Canada,Average expenditure per household,Owner without mortgage,Prescribed medicines and pharmaceutical products,v64477166,1.1.4.190,670
2011,Canada,Average expenditure per household,Owner without mortgage,Prescribed medicines and pharmaceutical products,v64477166,1.1.4.190,646
2012,Canada,Average expenditure per household,Owner without mortgage,Prescribed medicines and pharmaceutical products,v64477166,1.1.4.190,644
2013,Canada,Average expenditure per household,Owner without mortgage,Prescribed medicines and pharmaceutical products,v64477166,1.1.4.190,648
2014,Canada,Average expenditure per household,Owner without mortgage,Prescribed medicines and pharmaceutical products,v64477166,1.1.4.190,577
2010,Canada,Average expenditure per household,Owner without mortgage,"Non-prescribed medicines, pharmaceutical products and health care supplies",v64477167,1.1.4.191,452
2011,Canada,Average expenditure per household,Owner without mortgage,"Non-prescribed medicines, pharmaceutical products and health care supplies",v64477167,1.1.4.191,506
2012,Canada,Average expenditure per household,Owner without mortgage,"Non-prescribed medicines, pharmaceutical products and health care supplies",v64477167,1.1.4.191,398
2013,Canada,Average expenditure per household,Owner without mortgage,"Non-prescribed medicines, pharmaceutical products and health care supplies",v64477167,1.1.4.191,F
2014,Canada,Average expenditure per household,Owner without mortgage,"Non-prescribed medicines, pharmaceutical products and health care supplies",v64477167,1.1.4.191,400
2010,Canada,Average expenditure per household,Owner without mortgage,Health care services,v64477168,1.1.4.192,290
2011,Canada,Average expenditure per household,Owner without mortgage,Health care services,v64477168,1.1.4.192,286
2012,Canada,Average expenditure per household,Owner without mortgage,Health care services,v64477168,1.1.4.192,350
2013,Canada,Average expenditure per household,Owner without mortgage,Health care services,v64477168,1.1.4.192,322
2014,Canada,Average expenditure per household,Owner without mortgage,Health care services,v64477168,1.1.4.192,353
2010,Canada,Average expenditure per household,Owner without mortgage,Health care practitioners (excluding general practitioners and specialists),v64477169,1.1.4.193,151
2011,Canada,Average expenditure per household,Owner without mortgage,Health care practitioners (excluding general practitioners and specialists),v64477169,1.1.4.193,125
2012,Canada,Average expenditure per household,Owner without mortgage,Health care practitioners (excluding general practitioners and specialists),v64477169,1.1.4.193,195
2013,Canada,Average expenditure per household,Owner without mortgage,Health care practitioners (excluding general practitioners and specialists),v64477169,1.1.4.193,164
2014,Canada,Average expenditure per household,Owner without mortgage,Health care practitioners (excluding general practitioners and specialists),v64477169,1.1.4.193,227
2010,Canada,Average expenditure per household,Owner without mortgage,Health care by general practitioners and specialists,v64477170,1.1.4.194,29
2011,Canada,Average expenditure per household,Owner without mortgage,Health care by general practitioners and specialists,v64477170,1.1.4.194,39
2012,Canada,Average expenditure per household,Owner without mortgage,Health care by general practitioners and specialists,v64477170,1.1.4.194,43
2013,Canada,Average expenditure per household,Owner without mortgage,Health care by general practitioners and specialists,v64477170,1.1.4.194,40
2014,Canada,Average expenditure per household,Owner without mortgage,Health care by general practitioners and specialists,v64477170,1.1.4.194,37
2010,Canada,Average expenditure per household,Owner without mortgage,"Weight control programs, smoking cessation programs and other medical services",v64477171,1.1.4.195,32
2011,Canada,Average expenditure per household,Owner without mortgage,"Weight control programs, smoking cessation programs and other medical services",v64477171,1.1.4.195,43
2012,Canada,Average expenditure per household,Owner without mortgage,"Weight control programs, smoking cessation programs and other medical services",v64477171,1.1.4.195,32
2013,Canada,Average expenditure per household,Owner without mortgage,"Weight control programs, smoking cessation programs and other medical services",v64477171,1.1.4.195,36
2014,Canada,Average expenditure per household,Owner without mortgage,"Weight control programs, smoking cessation programs and other medical services",v64477171,1.1.4.195,22
2010,Canada,Average expenditure per household,Owner without mortgage,"Hospital care, nursing homes and other residential care facilities",v64477172,1.1.4.196,F
2011,Canada,Average expenditure per household,Owner without mortgage,"Hospital care, nursing homes and other residential care facilities",v64477172,1.1.4.196,80
2012,Canada,Average expenditure per household,Owner without mortgage,"Hospital care, nursing homes and other residential care facilities",v64477172,1.1.4.196,81
2013,Canada,Average expenditure per household,Owner without mortgage,"Hospital care, nursing homes and other residential care facilities",v64477172,1.1.4.196,83
2014,Canada,Average expenditure per household,Owner without mortgage,"Hospital care, nursing homes and other residential care facilities",v64477172,1.1.4.196,F
2010,Canada,Average expenditure per household,Owner without mortgage,Eye-care goods and services,v64477173,1.1.4.197,236
2011,Canada,Average expenditure per household,Owner without mortgage,Eye-care goods and services,v64477173,1.1.4.197,248
2012,Canada,Average expenditure per household,Owner without mortgage,Eye-care goods and services,v64477173,1.1.4.197,270
2013,Canada,Average expenditure per household,Owner without mortgage,Eye-care goods and services,v64477173,1.1.4.197,264
2014,Canada,Average expenditure per household,Owner without mortgage,Eye-care goods and services,v64477173,1.1.4.197,255
2010,Canada,Average expenditure per household,Owner without mortgage,Prescription eye wear,v64477174,1.1.4.198,169
2011,Canada,Average expenditure per household,Owner without mortgage,Prescription eye wear,v64477174,1.1.4.198,174
2012,Canada,Average expenditure per household,Owner without mortgage,Prescription eye wear,v64477174,1.1.4.198,193
2013,Canada,Average expenditure per household,Owner without mortgage,Prescription eye wear,v64477174,1.1.4.198,181
2014,Canada,Average expenditure per household,Owner without mortgage,Prescription eye wear,v64477174,1.1.4.198,181
2010,Canada,Average expenditure per household,Owner without mortgage,Non-prescription eye wear and other eye-care goods,v64477175,1.1.4.199,22
2011,Canada,Average expenditure per household,Owner without mortgage,Non-prescription eye wear and other eye-care goods,v64477175,1.1.4.199,29
2012,Canada,Average expenditure per household,Owner without mortgage,Non-prescription eye wear and other eye-care goods,v64477175,1.1.4.199,30
2013,Canada,Average expenditure per household,Owner without mortgage,Non-prescription eye wear and other eye-care goods,v64477175,1.1.4.199,27
2014,Canada,Average expenditure per household,Owner without mortgage,Non-prescription eye wear and other eye-care goods,v64477175,1.1.4.199,21
2010,Canada,Average expenditure per household,Owner without mortgage,"Eye-care services (e.g. surgery, exams)",v64477176,1.1.4.200,45
2011,Canada,Average expenditure per household,Owner without mortgage,"Eye-care services (e.g. surgery, exams)",v64477176,1.1.4.200,45
2012,Canada,Average expenditure per household,Owner without mortgage,"Eye-care services (e.g. surgery, exams)",v64477176,1.1.4.200,47
2013,Canada,Average expenditure per household,Owner without mortgage,"Eye-care services (e.g. surgery, exams)",v64477176,1.1.4.200,56
2014,Canada,Average expenditure per household,Owner without mortgage,"Eye-care services (e.g. surgery, exams)",v64477176,1.1.4.200,53
2010,Canada,Average expenditure per household,Owner without mortgage,Dental services,v64477177,1.1.4.201,460
2011,Canada,Average expenditure per household,Owner without mortgage,Dental services,v64477177,1.1.4.201,484
2012,Canada,Average expenditure per household,Owner without mortgage,Dental services,v64477177,1.1.4.201,510
2013,Canada,Average expenditure per household,Owner without mortgage,Dental services,v64477177,1.1.4.201,493
2014,Canada,Average expenditure per household,Owner without mortgage,Dental services,v64477177,1.1.4.201,516
2010,Canada,Average expenditure per household,Owner without mortgage,Health insurance premiums,v54530607,1.1.4.28,698
2011,Canada,Average expenditure per household,Owner without mortgage,Health insurance premiums,v54530607,1.1.4.28,752
2012,Canada,Average expenditure per household,Owner without mortgage,Health insurance premiums,v54530607,1.1.4.28,806
2013,Canada,Average expenditure per household,Owner without mortgage,Health insurance premiums,v54530607,1.1.4.28,848
2010,Canada,Average expenditure per household,Owner without mortgage,"Public hospital, medical and drug plan premiums",v64477178,1.1.4.202,204
2011,Canada,Average expenditure per household,Owner without mortgage,"Public hospital, medical and drug plan premiums",v64477178,1.1.4.202,210
2012,Canada,Average expenditure per household,Owner without mortgage,"Public hospital, medical and drug plan premiums",v64477178,1.1.4.202,219
2013,Canada,Average expenditure per household,Owner without mortgage,"Public hospital, medical and drug plan premiums",v64477178,1.1.4.202,257
2010,Canada,Average expenditure per household,Owner without mortgage,Private health insurance plan premiums,v64477179,1.1.4.203,494
2011,Canada,Average expenditure per household,Owner without mortgage,Private health insurance plan premiums,v64477179,1.1.4.203,542
2012,Canada,Average expenditure per household,Owner without mortgage,Private health insurance plan premiums,v64477179,1.1.4.203,587
2013,Canada,Average expenditure per household,Owner without mortgage,Private health insurance plan premiums,v64477179,1.1.4.203,591
2014,Canada,Average expenditure per household,Owner without mortgage,Private health insurance plan premiums,v64477179,1.1.4.203,768
2010,Canada,Average expenditure per household,Owner without mortgage,Private health care plan premiums,v64477180,1.1.4.204,340
2011,Canada,Average expenditure per household,Owner without mortgage,Private health care plan premiums,v64477180,1.1.4.204,365
2012,Canada,Average expenditure per household,Owner without mortgage,Private health care plan premiums,v64477180,1.1.4.204,427
2013,Canada,Average expenditure per household,Owner without mortgage,Private health care plan premiums,v64477180,1.1.4.204,430
2014,Canada,Average expenditure per household,Owner without mortgage,Private health care plan premiums,v64477180,1.1.4.204,570
2010,Canada,Average expenditure per household,Owner without mortgage,Dental plan premiums,v64477181,1.1.4.205,37
2011,Canada,Average expenditure per household,Owner without mortgage,Dental plan premiums,v64477181,1.1.4.205,51
2012,Canada,Average expenditure per household,Owner without mortgage,Dental plan premiums,v64477181,1.1.4.205,58
2013,Canada,Average expenditure per household,Owner without mortgage,Dental plan premiums,v64477181,1.1.4.205,43
2014,Canada,Average expenditure per household,Owner without mortgage,Dental plan premiums,v64477181,1.1.4.205,58
2010,Canada,Average expenditure per household,Owner without mortgage,Accident or disability insurance premiums,v64477182,1.1.4.206,117
2011,Canada,Average expenditure per household,Owner without mortgage,Accident or disability insurance premiums,v64477182,1.1.4.206,126
2012,Canada,Average expenditure per household,Owner without mortgage,Accident or disability insurance premiums,v64477182,1.1.4.206,102
2013,Canada,Average expenditure per household,Owner without mortgage,Accident or disability insurance premiums,v64477182,1.1.4.206,119
2014,Canada,Average expenditure per household,Owner without mortgage,Accident or disability insurance premiums,v64477182,1.1.4.206,140
2010,Canada,Average expenditure per household,Owner without mortgage,Personal care,v54530608,1.1.4.29,930
2011,Canada,Average expenditure per household,Owner without mortgage,Personal care,v54530608,1.1.4.29,1281
2012,Canada,Average expenditure per household,Owner without mortgage,Personal care,v54530608,1.1.4.29,1229
2013,Canada,Average expenditure per household,Owner without mortgage,Personal care,v54530608,1.1.4.29,1285
2014,Canada,Average expenditure per household,Owner without mortgage,Personal care,v54530608,1.1.4.29,1347
2010,Canada,Average expenditure per household,Owner without mortgage,Personal care products,v64477183,1.1.4.207,573
2011,Canada,Average expenditure per household,Owner without mortgage,Personal care products,v64477183,1.1.4.207,727
2012,Canada,Average expenditure per household,Owner without mortgage,Personal care products,v64477183,1.1.4.207,610
2013,Canada,Average expenditure per household,Owner without mortgage,Personal care products,v64477183,1.1.4.207,633
2014,Canada,Average expenditure per household,Owner without mortgage,Personal care products,v64477183,1.1.4.207,715
2010,Canada,Average expenditure per household,Owner without mortgage,Hair care products,v64477184,1.1.4.208,94
2011,Canada,Average expenditure per household,Owner without mortgage,Hair care products,v64477184,1.1.4.208,87
2012,Canada,Average expenditure per household,Owner without mortgage,Hair care products,v64477184,1.1.4.208,81
2013,Canada,Average expenditure per household,Owner without mortgage,Hair care products,v64477184,1.1.4.208,91
2014,Canada,Average expenditure per household,Owner without mortgage,Hair care products,v64477184,1.1.4.208,67
2010,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care, manicure and fragrance products",v64477185,1.1.4.209,212
2011,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care, manicure and fragrance products",v64477185,1.1.4.209,274
