"Table 026-0001 Building permits, residential values and number of units, by type of dwelling, monthly(1)"
Survey or program details:
Building Permits Survey - 2802
Geography,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,"Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] "
Type of dwelling,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions
Estimates,Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)"
Jan-1980,7387,263437,2773,130565,38,548,413,16112,407,13105,3641,101865,115,1242,1420,57027,653,33555,3,46,173,6586,120,3260,467,13508,4,72,497,24578,365,19572,0,0,91,3719,17,744,23,500,1,43,579,20603,119,6436,0,0,16,646,103,2516,339,10980,2,25
Feb-1980,7880,318291,4413,214399,16,319,400,15654,434,14551,2521,72276,96,1092,2250,99478,1001,56218,1,4,112,4668,111,5488,1022,32839,3,261,1143,51713,488,28435,0,0,94,3889,78,3243,480,15885,3,261,685,28304,199,11652,0,0,4,196,33,2245,449,14211,0,0
Mar-1980,11172,482492,6591,326655,46,820,808,32578,814,33860,2755,87305,158,1274,2446,119437,1320,75221,2,71,193,7882,443,20861,486,15365,2,37,944,52232,514,30497,0,0,74,3127,297,16916,57,1655,2,37,752,32488,289,17573,0,0,66,2848,120,3165,277,8902,0,0
Apr-1980,13820,573592,8296,408718,224,3389,1062,42519,469,19827,3602,97439,167,1700,2400,123324,1502,88916,11,290,170,8236,104,5132,607,20663,6,87,778,44025,478,29394,0,0,70,2865,72,3889,154,7831,4,46,534,28279,311,21191,0,0,56,3875,0,0,166,3184,1,29
May-1980,12975,533591,8004,383557,313,5244,684,25573,835,28664,2950,88868,189,1685,2911,135472,1717,90887,23,410,225,9083,437,17261,504,17779,5,52,1173,56130,577,30576,0,0,107,4294,382,15607,106,5646,1,7,411,21921,266,16180,0,0,54,2410,49,1504,42,1827,0,0
Jun-1980,16101,659609,9273,449055,384,5936,1159,46465,1231,44638,3907,111524,147,1991,3716,166166,2087,110421,39,834,306,13376,618,21621,651,19486,15,428,1152,50503,443,23987,0,0,118,4946,322,11996,264,9446,5,128,1083,46698,512,27796,0,0,144,6816,267,8226,160,3860,0,0
Jul-1980,13826,565837,8554,411930,298,4867,733,28865,632,22280,3396,95189,213,2706,3433,140603,1681,90012,4,51,150,6157,171,4988,1423,39295,4,100,1154,46352,440,22654,0,0,56,2390,39,1268,616,19970,3,70,1036,37971,345,20792,0,0,52,2129,105,2910,534,12140,0,0
Aug-1980,15595,655482,8589,427310,248,3658,904,36613,1217,40692,4535,145967,102,1242,3846,185745,1983,112409,2,110,232,9593,366,13263,1262,50340,1,30,1042,58813,538,30327,0,0,94,3631,0,0,410,24855,0,0,1370,62516,487,31974,0,0,74,3271,312,10863,497,16408,0,0
Sep-1980,16785,690613,9201,467130,188,3696,991,41227,1221,40926,4899,133771,285,3863,3110,146052,1921,107037,4,59,174,7447,226,7645,767,23687,18,177,1061,51571,715,40278,0,0,64,2698,149,4949,133,3646,0,0,901,43584,423,27058,0,0,46,1804,77,2696,339,11871,16,155
Oct-1980,17023,744400,9397,485483,141,2109,1338,54251,765,29013,5103,169706,279,3838,3571,168488,2218,123121,2,14,317,13971,121,4438,911,26900,2,44,1227,57603,768,42526,0,0,88,3685,3,95,367,11283,1,14,931,47157,511,30787,0,0,103,5653,110,4060,207,6657,0,0
Nov-1980,13862,609228,7323,388484,122,2115,1054,43715,740,24585,4370,146881,253,3448,3401,165450,1838,105052,15,307,325,13745,252,9629,953,36192,18,525,1324,69133,751,45650,0,0,251,10618,28,989,277,11366,17,510,855,40368,386,22538,0,0,14,611,224,8640,231,8579,0,0
Dec-1980,11354,476504,5113,274276,104,2112,814,33407,462,17982,4582,143908,279,4819,2802,124255,1463,79522,16,344,229,9464,151,5239,937,29568,6,118,910,48989,548,32278,0,0,124,5125,45,2275,192,9281,1,30,552,26496,291,17939,0,0,8,315,76,2664,177,5578,0,0
Jan-1981,7055,341881,3359,187131,15,295,367,15113,705,28801,2522,109748,87,793,1870,86697,892,51425,1,50,110,4821,165,7763,700,22598,2,40,895,46274,418,24357,0,0,60,2885,131,6623,286,12409,0,0,336,15758,185,12025,0,0,2,83,34,1140,115,2510,0,0
Feb-1981,9652,450328,5220,282028,36,520,696,30411,1035,39219,2512,96110,153,2040,2985,143478,1511,80058,3,57,119,4675,766,28051,584,30598,2,39,1003,49049,514,28655,0,0,30,1284,243,7973,214,11098,2,39,1305,61931,561,28486,0,0,61,2272,493,18812,190,12361,0,0
Mar-1981,17496,838014,10784,613482,92,1796,1245,54667,972,41536,4171,122987,232,3546,3506,170522,2133,126631,5,151,200,9101,328,11236,823,23047,17,356,1473,72153,979,55334,0,0,128,5972,136,3429,224,7297,6,121,735,41326,401,26443,0,0,18,796,192,7807,122,6250,2,30
Apr-1981,22127,1057161,12921,708911,218,4290,1317,55038,1508,56330,5987,230464,176,2128,5221,262676,2745,157153,9,207,154,6665,526,20014,1779,78438,8,199,2374,128154,1094,62126,0,0,54,2329,363,13894,859,49693,4,112,1337,62305,739,43017,0,0,32,1334,163,6120,403,11834,0,0
May-1981,20726,1016132,12109,698504,354,6477,1329,55181,1348,50096,5313,201984,273,3890,3926,198877,2235,136753,8,134,195,8549,248,9722,1233,43592,7,127,1601,83157,865,53871,0,0,68,2927,180,7283,485,19018,3,58,1033,52682,500,32519,1,40,77,3510,4,180,451,16433,0,0
Jun-1981,20293,965286,10890,620576,254,4679,1169,51533,1445,61046,6369,225010,166,2442,4395,202365,2350,133221,14,393,123,5505,343,12853,1558,50260,7,133,1911,81982,731,43492,0,0,32,1575,181,6595,967,30320,0,0,944,49186,583,34701,0,0,27,1242,158,6178,174,7035,2,30
Jul-1981,16881,780319,7654,440366,313,6660,946,40091,1243,55734,6494,234293,231,3175,3906,180123,1711,99262,12,302,143,6088,439,17904,1595,56457,6,110,1627,74866,669,37233,0,0,22,991,255,10741,677,25821,4,80,1161,51591,353,22917,0,0,61,2622,184,7163,563,18889,0,0
Aug-1981,13508,652801,6207,345782,239,4252,740,32997,1589,63610,4399,200666,334,5494,3541,158434,1691,91062,38,502,115,5090,764,30025,926,31681,7,74,1557,69196,559,27816,0,0,19,941,403,17101,575,23318,1,20,897,36614,316,19117,0,0,10,510,325,11512,246,5475,0,0
Sep-1981,12425,534359,4876,257849,176,3575,644,27007,1161,43654,5354,198426,214,3848,3616,146961,1455,77222,14,179,181,6501,465,14350,1501,48709,0,0,1248,54274,563,28458,0,0,41,1777,28,1205,616,22834,0,0,985,36480,350,18233,0,0,36,1597,361,10467,238,6183,0,0
Oct-1981,11921,539125,4138,236491,116,2499,571,23891,1233,51230,5649,221529,214,3485,4079,180732,1299,70071,3,125,154,6033,445,16887,2178,87616,0,0,1767,81294,310,18036,0,0,112,4372,132,5231,1213,53655,0,0,1374,58703,450,23298,1,45,4,141,279,10356,640,24863,0,0
Nov-1981,14636,605567,3236,190624,58,1253,854,35173,2281,81408,8047,294470,160,2639,4441,184995,859,47784,7,92,237,10197,574,20570,2760,106265,4,87,1698,75016,276,15921,0,0,100,4277,27,1080,1295,53738,0,0,1864,75041,236,12465,0,0,87,4102,486,17371,1054,41083,1,20
Dec-1981,26029,1014420,2501,136951,64,1632,1820,73465,3055,112882,18368,688023,221,1467,9045,344364,817,42754,8,75,303,12970,1120,35302,6786,253000,11,263,5182,217309,215,11303,0,0,136,5705,638,19520,4186,180571,7,210,1657,56471,174,9007,0,0,46,2086,462,15155,975,30223,0,0
Jan-1982,6408,308743,1342,77558,14,268,266,11479,908,34594,3716,182421,162,2423,1126,48510,460,24649,0,0,10,336,44,1278,604,22136,8,111,285,14140,250,12999,0,0,2,87,0,0,33,1054,0,0,640,24757,81,4699,0,0,0,0,44,1278,514,18764,1,16
Feb-1982,5596,251184,2250,130885,10,189,212,9543,1070,41289,1877,66487,177,2791,1683,74003,755,40712,0,0,27,1279,496,16286,402,15684,3,42,992,39333,368,19083,0,0,5,251,313,10144,304,9818,2,37,310,16643,148,8758,0,0,4,194,143,4791,15,2900,0,0
Mar-1982,9349,411223,4060,229067,47,930,396,17394,1105,39011,3555,122460,186,2361,2494,106539,1035,57753,6,109,109,4329,425,13492,912,30756,7,100,935,40385,494,24232,0,0,39,1462,191,5972,209,8683,2,36,933,33575,186,12887,0,0,60,2484,230,7342,456,10858,1,4
Apr-1982,10403,485040,4872,270766,84,1799,498,20520,1090,39077,3672,150558,187,2320,2418,105313,842,48050,4,121,100,3941,449,14991,1018,38176,5,34,791,31352,293,14687,0,0,72,2779,261,8391,163,5479,2,16,649,27005,180,11523,0,0,18,725,188,6600,261,8143,2,14
May-1982,9978,433162,5026,273631,198,3601,364,15025,674,23686,3516,115219,200,2000,1790,83466,1060,58309,8,160,54,2719,99,3740,554,18193,15,345,474,20756,337,15763,0,0,20,850,73,2840,34,1039,10,264,608,23263,172,10235,0,0,8,428,26,900,400,11689,2,11
Jun-1982,8854,393959,4692,244550,222,4255,407,18543,445,15625,2772,104351,316,6635,2019,95828,1019,50056,6,80,32,1430,139,4480,819,39729,4,53,632,27802,373,15784,0,0,6,308,113,3200,136,8457,4,53,778,40286,265,13877,0,0,12,563,4,108,497,25738,0,0
Jul-1982,8414,367705,3927,205248,214,3501,397,16455,821,31430,2786,106479,269,4592,1872,82608,650,34570,6,91,22,1090,241,9288,949,37494,4,75,519,20668,203,8659,0,0,12,458,57,1931,245,9560,2,60,860,38226,172,9367,0,0,0,0,161,6312,525,22532,2,15
Aug-1982,9828,403019,4309,222241,162,2720,436,19202,1261,44864,3384,109200,276,4792,1826,70499,637,35786,7,101,18,1101,67,2680,1096,30801,1,30,167,7573,89,4579,0,0,6,344,3,120,68,2500,1,30,1126,37209,190,9948,0,0,2,128,64,2560,870,24573,0,0
Sep-1982,10152,436617,5415,275436,124,2539,594,24944,776,28537,3097,103406,146,1755,1647,73966,869,44825,1,10,22,1061,221,7863,531,20154,3,53,378,14929,243,10875,0,0,2,76,128,3783,4,190,1,5,754,32556,297,15005,0,0,4,160,0,0,453,17391,0,0
Oct-1982,13424,540708,6136,307260,128,3036,923,40792,1080,41859,4865,141839,292,5922,1682,65530,845,44458,1,25,17,893,65,1655,738,18390,16,109,522,20012,261,12572,0,0,6,248,65,1655,188,5495,2,42,777,25637,257,14077,0,0,2,86,0,0,505,11437,13,37
Nov-1982,13777,636655,7844,402815,120,1982,821,34512,735,26705,4103,168785,154,1856,2015,89143,1204,59400,15,259,43,1946,133,5388,608,21838,12,312,714,29317,320,14887,0,0,0,0,84,3973,310,10457,0,0,500,23306,363,18396,0,0,2,82,28,840,105,3976,2,12
Dec-1982,12060,520874,6410,324435,82,1330,758,33593,889,35354,3761,124160,160,2002,1808,76184,860,42716,3,80,58,2229,185,6330,697,24794,5,35,228,10486,191,9245,0,0,2,91,0,0,35,1150,0,0,1054,42079,296,14970,0,0,26,936,179,6144,553,20029,0,0
Jan-1983,7217,328496,3358,187476,23,303,380,15783,1035,41274,2140,79166,281,4494,1077,48687,475,26140,0,0,24,809,206,7251,371,14485,1,2,424,18540,150,7635,0,0,0,0,60,2195,214,8710,0,0,383,16999,184,10179,0,0,6,267,88,2948,104,3603,1,2
Feb-1983,9066,441701,4988,278595,26,685,394,17267,373,13913,2964,122206,321,9035,1217,53808,621,33613,0,0,12,508,0,0,581,19648,3,39,386,16765,229,11090,0,0,0,0,0,0,157,5675,0,0,537,22612,203,11527,0,0,2,96,0,0,329,10950,3,39
Mar-1983,18181,889644,12061,680262,66,1494,916,41013,884,34404,4021,128952,233,3519,2156,99870,1480,81429,2,14,22,1086,159,5015,488,12246,5,80,596,28812,540,26893,0,0,2,77,0,0,53,1802,1,40,947,39977,475,27658,0,0,14,733,110,3496,344,8050,4,40
Apr-1983,24696,1224627,18462,1009311,147,3428,1076,48567,569,22970,4172,136646,270,3705,2410,129871,2122,118860,7,210,63,2644,31,1154,172,6676,15,327,623,31544,583,30093,0,0,4,186,0,0,36,1265,0,0,785,44598,732,41865,0,0,14,696,4,150,34,1885,1,2
May-1983,15686,750691,9410,539324,230,4596,695,29757,804,30439,4215,139729,332,6846,1543,78401,978,56621,5,45,40,1637,59,1858,460,18190,1,50,215,11553,199,11081,0,0,8,232,0,0,8,240,0,0,577,29470,328,19088,0,0,8,413,38,1116,203,8853,0,0
Jun-1983,12031,598926,6653,397267,211,5035,502,22526,722,29792,3728,140418,215,3888,1056,53835,775,45720,5,67,26,1345,58,1628,191,5052,1,23,170,9268,143,8357,0,0,4,162,22,726,0,0,1,23,366,17581,214,13916,0,0,2,88,36,902,114,2675,0,0
Jul-1983,11866,584408,6749,391651,289,5216,422,20693,1261,42231,2834,119075,311,5542,850,44606,627,37937,4,193,20,1000,53,1725,134,3424,12,327,156,7698,138,7040,0,0,6,272,12,376,0,10,0,0,374,18671,215,14231,0,0,12,629,41,1349,102,2440,4,22
Aug-1983,10719,555016,6421,387490,176,3540,447,19505,815,35115,2613,104588,247,4778,1052,56001,683,42011,0,0,40,1733,88,3466,223,8660,18,131,195,9150,143,7452,0,0,14,587,33,1071,0,0,5,40,376,19842,236,15409,0,0,4,166,34,1496,89,2680,13,91
Sep-1983,11613,590455,6749,405764,174,4234,322,14192,973,32739,3200,130749,195,2777,934,46916,698,39206,3,25,16,766,146,3794,65,3083,6,42,174,9144,156,8576,0,0,0,0,18,568,0,0,0,0,394,19311,222,13793,0,0,4,240,128,3226,39,2050,1,2
Oct-1983,13175,639930,6700,404856,181,3726,481,21806,819,34369,4426,165815,568,9358,838,42755,642,37580,4,79,6,336,50,1244,134,3435,2,81,179,8989,177,8883,0,0,2,106,0,0,0,0,0,0,295,14957,212,12895,0,0,0,0,12,338,71,1724,0,0
Nov-1983,12662,603206,6317,378213,85,1839,564,26214,897,37156,4343,149943,456,9841,776,38860,571,32535,5,48,14,623,13,407,172,5218,1,29,180,9100,165,8593,0,0,2,100,13,407,0,0,0,0,251,12542,162,10594,0,0,4,203,0,0,85,1745,0,0
Dec-1983,10389,455005,4327,242785,92,1302,290,13208,784,32254,4716,162331,180,3125,619,26044,409,20375,5,45,10,463,40,960,149,4062,6,139,113,5043,77,4170,0,0,2,81,16,280,18,512,0,0,153,8368,119,6914,0,0,2,88,24,680,6,685,2,1
Jan-1984,5680,282859,2451,161768,14,140,153,7465,769,26908,2014,80983,279,5595,473,22130,258,15318,0,0,0,0,42,1540,171,5258,2,14,85,4806,85,4806,0,0,0,0,0,0,0,0,0,0,241,11356,101,6048,0,0,0,0,42,1540,97,3757,1,11
Feb-1984,7946,413478,4102,261078,14,200,257,12200,732,32004,2581,102438,260,5558,430,25578,384,23622,1,26,2,84,34,1195,8,639,1,12,111,6269,111,6269,0,0,0,0,0,0,0,0,0,0,164,10088,134,8572,0,0,0,0,28,1015,2,501,0,0
Mar-1984,11898,640083,7261,466062,48,1205,482,21186,751,32258,3137,115723,219,3649,753,44607,704,42691,6,103,4,280,28,1100,6,318,5,115,206,11753,206,11753,0,0,0,0,0,0,0,0,0,0,236,15623,209,14464,0,0,2,152,23,950,0,0,2,57
Apr-1984,14050,768776,9354,590220,143,3566,625,28739,570,28447,2998,112255,360,5549,932,58005,788,50846,5,116,24,917,0,0,112,6041,3,85,268,14924,253,14550,0,0,8,224,0,0,7,150,0,0,233,16497,224,15864,0,0,6,285,0,0,0,263,3,85
May-1984,16013,868526,10355,656310,217,4677,520,25062,625,28640,3954,148621,342,5216,890,52479,724,46710,3,51,8,347,10,300,144,5069,1,2,218,13092,218,13092,0,0,0,0,0,0,0,0,0,0,238,17530,237,16869,0,0,0,0,0,0,0,659,1,2
Jun-1984,13555,727972,8586,542631,248,6081,366,17070,916,41920,3140,115472,299,4798,1022,56826,845,51772,8,213,2,83,8,606,155,4066,4,86,199,12001,195,11871,0,0,0,0,0,0,2,63,2,67,368,21131,273,18561,0,0,0,0,0,0,95,2570,0,0
Jul-1984,14526,771953,8365,518972,221,5562,603,30760,850,37645,4149,173789,338,5225,607,37290,546,35501,3,50,5,200,0,0,47,1477,6,62,174,10522,156,10022,0,0,2,70,0,0,16,430,0,0,178,11136,158,10601,0,0,0,0,0,0,14,473,6,62
Aug-1984,10675,556957,6056,381255,176,3943,422,19250,549,23562,3182,123926,290,5021,501,31394,482,30786,1,8,2,70,0,0,10,454,6,76,115,7771,115,7771,0,0,0,0,0,0,0,0,0,0,116,8433,116,8433,0,0,0,0,0,0,0,0,0,0
Sep-1984,9591,506584,5835,357440,135,3178,394,18088,353,16128,2519,106752,355,4998,511,27774,461,25861,10,209,2,75,0,0,34,1537,4,92,82,5326,82,5326,0,0,0,0,0,0,0,0,0,0,94,6327,91,6236,1,32,0,0,0,0,0,0,2,59
Oct-1984,11228,576757,6561,407557,128,2973,517,22998,559,26498,2995,106815,468,9916,520,29877,399,25255,4,35,12,607,5,159,99,3817,1,4,146,7810,87,5599,0,0,0,0,5,159,54,2052,0,0,127,8994,126,8990,0,0,0,0,0,0,0,0,1,4
Nov-1984,13924,694502,6531,407109,97,2273,641,30706,687,32458,5458,213578,510,8378,503,26803,356,21329,3,220,3,86,0,0,140,5160,1,8,94,6296,94,6296,0,0,0,0,0,0,0,0,0,0,86,5521,85,5428,0,0,0,0,0,0,0,85,1,8
Dec-1984,10629,496710,4257,258207,40,758,475,23257,455,23231,4830,178159,572,13098,301,16737,280,16086,1,6,0,0,0,0,20,645,0,0,72,4625,72,4625,0,0,0,0,0,0,0,0,0,0,63,3884,63,3884,0,0,0,0,0,0,0,0,0,0
Jan-1985,5327,297142,2738,192693,25,536,162,7806,354,17407,1729,73658,319,5042,338,19405,264,17109,1,25,0,0,0,0,73,2271,0,0,65,5024,65,5024,0,0,0,0,0,0,0,0,0,0,137,7738,109,7095,0,0,0,0,0,0,28,643,0,0
Feb-1985,7108,391717,3560,253881,29,622,221,11607,738,33791,2023,79586,537,12230,305,19890,300,19701,1,15,2,84,0,0,0,0,2,90,103,7908,103,7908,0,0,0,0,0,0,0,0,0,0,84,5295,84,5295,0,0,0,0,0,0,0,0,0,0
Mar-1985,12668,700015,7351,502192,35,1049,492,25396,834,32426,3448,128976,508,9976,683,42803,602,39747,4,102,2,66,39,1680,34,1164,2,44,215,14695,215,14695,0,0,0,0,0,0,0,0,0,0,193,13347,191,13303,0,0,0,0,0,0,0,0,2,44
Apr-1985,17005,969811,10395,711606,122,3264,527,24878,806,39158,4491,178288,664,12617,839,55079,751,51580,3,45,4,300,10,300,66,2689,5,165,235,16443,235,16443,0,0,0,0,0,0,0,0,0,0,205,14895,201,14510,0,0,0,0,0,0,0,270,4,115
May-1985,18751,1089444,11568,779332,316,8654,685,32342,833,38743,4877,223230,472,7143,1031,65305,854,58992,6,96,10,431,15,651,141,5121,5,14,202,14056,202,14056,0,0,0,0,0,0,0,0,0,0,279,19890,267,19453,0,0,4,215,3,153,0,55,5,14
Jun-1985,15570,894063,9379,639250,262,6548,612,28071,595,24562,4327,187840,395,7792,987,61955,900,58807,4,94,6,253,32,741,38,1960,7,100,227,16265,226,16227,0,0,0,0,0,0,0,0,1,38,267,17658,230,16339,0,0,4,173,32,741,0,400,1,5
Jul-1985,16226,956883,10391,694175,229,6520,599,27984,695,34074,3873,186080,439,8050,1008,65743,884,60509,5,125,9,330,0,0,107,4723,3,56,258,18680,256,18619,0,0,2,61,0,0,0,0,0,0,284,19163,279,18978,0,0,2,82,0,0,2,98,1,5
Aug-1985,16970,913841,9362,616277,211,5614,606,28798,888,39627,5521,217131,382,6394,1028,60190,824,55074,6,231,6,273,21,860,171,3752,0,0,278,16908,236,16147,0,0,4,211,0,0,38,550,0,0,265,18744,264,18721,1,23,0,0,0,0,0,0,0,0
Sep-1985,17533,970828,9804,665590,150,4738,602,26664,1164,56276,5342,207445,471,10115,1014,59820,799,53891,1,30,8,309,4,190,201,5395,1,5,200,14110,196,13965,0,0,4,145,0,0,0,0,0,0,250,16167,226,15842,1,30,0,0,0,0,22,290,1,5
Oct-1985,17966,985232,10080,695996,148,4252,780,41482,1357,60844,5004,174077,597,8581,849,56359,776,53277,2,39,2,79,33,1665,34,1281,2,18,223,15387,221,15308,0,0,2,79,0,0,0,0,0,0,280,19472,279,19469,0,0,0,0,0,0,0,0,1,3
Nov-1985,15844,826048,7665,523532,145,4767,631,30610,1193,54853,5847,206746,363,5540,823,49357,708,44481,3,289,4,142,12,700,93,3742,3,3,236,15935,236,15935,0,0,0,0,0,0,0,0,0,0,216,14920,204,14071,0,0,2,87,0,0,10,762,0,0
Dec-1985,10790,581289,5270,369146,109,2243,436,20648,712,31949,3825,146660,438,10643,629,36416,526,33631,3,34,20,480,57,1521,22,740,1,10,175,11186,175,11186,0,0,0,0,0,0,0,0,0,0,238,14065,182,12739,0,0,20,480,36,846,0,0,0,0
Jan-1986,8320,510922,4871,359579,19,677,370,17407,204,10495,2507,116477,349,6287,590,37647,525,35064,0,0,4,162,0,0,59,2412,2,9,259,16378,240,15930,0,0,2,80,0,0,15,359,2,9,175,12715,171,12115,0,0,0,0,0,0,4,600,0,0
Feb-1986,12490,694314,6229,456076,20,475,433,22744,402,18902,4998,189191,408,6926,715,45835,648,43644,0,0,8,330,15,591,44,1270,0,0,265,17451,263,17369,0,0,2,82,0,0,0,0,0,0,227,16175,223,16009,0,0,4,166,0,0,0,0,0,0
Mar-1986,17194,1016874,9803,716610,41,1451,606,29675,1101,52259,5173,208787,470,8092,832,54646,718,49537,0,0,15,472,16,1275,71,2960,12,402,283,17765,227,15596,0,0,10,369,0,0,46,1800,0,0,237,17285,230,16960,0,0,1,25,0,0,0,0,6,300
Apr-1986,23484,1376194,14201,1024437,161,4980,925,40509,693,33357,6936,263242,568,9669,784,54531,690,50477,1,15,16,732,55,2520,20,775,2,12,182,14433,163,13417,0,0,8,416,11,600,0,0,0,0,233,17006,230,16916,0,0,0,0,0,0,2,86,1,4
May-1986,21400,1313715,13037,953395,285,7848,699,33641,923,48362,5971,261210,485,9259,731,49027,613,44957,3,61,7,450,48,1920,54,1555,6,84,136,11150,131,10951,0,0,4,197,0,0,0,0,1,2,221,15880,213,15579,0,0,2,134,0,0,4,156,2,11
Jun-1986,19052,1194527,12159,904248,273,9047,721,32683,875,43112,4591,197248,433,8189,752,50582,669,47301,2,80,29,1393,0,0,47,1785,5,23,149,11047,137,10567,0,0,12,480,0,0,0,0,0,0,226,16602,216,15765,0,0,7,357,0,0,0,470,3,10
Jul-1986,18183,1146112,10965,831044,251,7817,726,34881,624,34562,5116,231174,501,6634,797,52942,599,43766,0,0,22,1063,48,2236,127,5847,1,30,295,19052,143,11963,0,0,12,533,36,1756,104,4800,0,0,193,13709,182,13229,0,0,4,240,0,0,6,210,1,30
Aug-1986,20248,1226145,11142,838503,183,6448,966,45663,1524,76410,5924,252485,509,6636,731,51736,625,47394,1,49,51,2100,39,1560,14,593,1,40,172,14562,169,14403,0,0,3,159,0,0,0,0,0,0,277,17828,189,14273,1,49,48,1941,39,1560,0,5,0,0
Sep-1986,20161,1213804,10758,808989,174,5683,803,37526,964,48310,6949,302812,513,10484,1231,65186,549,38545,4,232,22,1046,0,0,654,25283,2,80,388,21906,120,10035,0,0,2,108,0,0,266,11763,0,0,220,15263,216,15048,0,0,4,215,0,0,0,0,0,0
Oct-1986,21463,1284063,10832,831038,168,6063,794,42678,1039,50106,7991,340960,639,13218,612,42953,518,38466,2,31,16,1082,20,626,54,2706,2,42,142,11115,129,10209,0,0,12,884,0,0,0,0,1,22,199,14475,183,13917,0,0,4,198,10,300,2,60,0,0
Nov-1986,17311,1051024,8370,643985,110,4212,563,28987,695,35542,7268,333591,305,4707,486,31809,374,27650,1,3,13,868,48,2016,47,1233,3,39,161,11467,111,9104,0,0,9,701,40,1627,0,0,1,35,129,9113,127,9109,0,0,0,0,0,0,0,0,2,4
Dec-1986,13654,837532,6562,504875,45,1124,459,24174,871,38955,5393,263721,324,4683,587,33092,484,29199,2,7,6,460,26,970,66,2426,3,30,94,6843,68,5852,0,0,6,460,0,0,20,531,0,0,127,9219,121,9094,0,0,0,0,0,0,4,100,2,25
Jan-1987,11173,769157,5522,487685,36,937,335,18981,962,48360,4002,206858,316,6336,415,25303,325,22636,1,6,4,170,14,630,69,1840,2,21,179,10205,114,8585,0,0,0,0,0,0,64,1600,1,20,120,8126,119,8125,0,0,0,0,0,0,0,0,1,1
Feb-1987,14062,949799,7554,644134,27,931,482,25568,999,49857,4590,221727,410,7582,514,38591,484,36903,0,0,14,830,14,630,0,200,2,28,219,17403,208,16721,0,0,10,655,0,0,0,0,1,27,132,10383,129,10072,0,0,2,110,0,0,0,200,1,1
Mar-1987,28272,1828812,14875,1229961,87,3428,942,52058,1643,83580,9863,445506,862,14279,849,61533,797,59457,1,10,10,726,10,425,30,900,1,15,281,23727,275,23167,0,0,6,560,0,0,0,0,0,0,305,21163,292,20836,0,0,2,102,0,0,11,225,0,0
Apr-1987,29093,1962188,16618,1358248,191,7829,1179,64508,1661,89345,8932,432667,512,9591,1231,87979,1093,82476,1,20,34,1632,79,3346,24,505,0,0,397,32738,391,32284,0,0,6,454,0,0,0,0,0,0,360,24820,330,23472,0,0,18,820,12,528,0,0,0,0
